weight,age,height,size
51,34.0,157.48,S
55,29.0,157.48,S
51,32.0,157.48,XXS
52,39.0,160.02,XXS
58,31.0,162.56,S
83,54.0,172.72,XXXL
58,30.0,160.02,M
56,42.0,157.48,M
68,29.0,175.26,XL
58,32.0,160.02,S
47,44.0,157.48,XXS
56,36.0,152.4,S
49,29.0,157.48,S
61,44.0,165.1,XL
60,37.0,167.64,L
86,43.0,167.64,XXXL
61,28.0,165.1,M
63,42.0,167.64,XL
63,23.0,172.72,L
63,26.0,167.64,M
70,28.0,175.26,XL
70,28.0,160.02,XXXL
65,28.0,175.26,L
56,30.0,162.56,S
58,35.0,177.8,S
51,25.0,167.64,S
54,24.0,157.48,XXS
65,21.0,175.26,L
57,49.0,165.1,M
70,37.0,170.18,XL
81,46.0,154.94,XXXL
68,28.0,177.8,L
63,24.0,157.48,XL
61,27.0,147.32,L
53,43.0,172.72,S
62,35.0,162.56,S
81,53.0,175.26,XXXL
65,35.0,170.18,XXXL
60,48.0,167.64,L
63,48.0,172.72,XXXL
63,52.0,165.1,XL
65,33.0,167.64,L
86,34.0,165.1,XXXL
61,33.0,160.02,L
61,29.0,157.48,M
72,26.0,170.18,XXXL
74,38.0,165.1,XXXL
68,28.0,177.8,L
90,34.0,177.8,XXXL
54,39.0,167.64,S
54,30.0,167.64,S
52,30.0,165.1,S
90,27.0,162.56,XXXL
65,29.0,160.02,XL
58,42.0,170.18,M
86,33.0,185.42,XXXL
54,29.0,167.64,S
68,36.0,172.72,XXXL
99,32.0,162.56,XXXL
50,29.0,157.48,XXS
70,62.0,167.64,XL
58,36.0,162.56,L
58,34.0,157.48,L
56,34.0,170.18,S
70,34.0,177.8,L
63,24.0,170.18,M
63,33.0,167.64,L
90,36.0,160.02,XXXL
52,26.0,154.94,S
63,28.0,177.8,XL
72,30.0,167.64,XL
72,29.0,175.26,XL
56,26.0,165.1,S
49,39.0,157.48,M
81,34.0,162.56,XXXL
63,26.0,165.1,L
63,30.0,172.72,XL
54,30.0,170.18,M
63,33.0,180.34,M
63,27.0,175.26,L
58,30.0,160.02,L
53,27.0,167.64,S
54,42.0,162.56,S
58,24.0,175.26,XXS
61,43.0,170.18,L
71,35.0,170.18,XXXL
86,27.0,167.64,XXXL
58,44.0,172.72,M
48,28.0,160.02,XXS
61,25.0,170.18,M
66,27.0,177.8,XL
61,35.0,177.8,M
56,33.0,157.48,M
68,26.0,172.72,XL
60,32.0,157.48,M
45,37.0,162.56,XXS
72,31.0,167.64,XL
61,38.0,154.94,XXXL
56,29.0,154.94,M
47,26.0,160.02,XXS
58,29.0,172.72,M
58,37.0,165.1,XXXL
52,29.0,157.48,M
64,25.0,177.8,M
60,43.0,175.26,M
61,34.0,170.18,M
63,22.0,170.18,XL
63,28.0,182.88,XL
68,42.0,167.64,XL
63,39.0,165.1,L
70,37.0,167.64,XXXL
64,40.0,165.1,L
58,37.0,162.56,M
61,37.0,175.26,L
53,32.0,170.18,S
68,45.0,165.1,M
58,23.0,167.64,L
61,32.0,170.18,M
61,32.0,167.64,M
65,33.0,167.64,L
58,35.0,162.56,M
60,29.0,162.56,XL
70,27.0,154.94,XXXL
68,35.0,170.18,XL
66,35.0,172.72,XL
70,37.0,172.72,XL
63,31.0,170.18,M
52,43.0,157.48,S
63,33.0,172.72,M
52,31.0,172.72,XXS
81,29.0,172.72,XXXL
72,32.0,165.1,XL
58,29.0,170.18,S
54,22.0,160.02,M
61,26.0,165.1,L
63,39.0,160.02,L
68,27.0,167.64,XL
72,35.0,160.02,XL
61,30.0,165.1,L
55,30.0,154.94,M
81,25.0,175.26,XXXL
43,47.0,157.48,M
63,31.0,170.18,XL
63,32.0,172.72,M
77,59.0,172.72,XXXL
47,42.0,154.94,S
58,40.0,162.56,M
56,32.0,172.72,M
52,40.0,172.72,XXS
54,29.0,157.48,M
56,37.0,165.1,S
63,41.0,167.64,L
68,29.0,167.64,L
61,39.0,165.1,L
63,39.0,162.56,XL
68,30.0,167.64,XL
58,28.0,167.64,M
72,41.0,170.18,XL
63,35.0,160.02,XXXL
61,25.0,162.56,M
55,28.0,167.64,M
54,31.0,167.64,S
63,30.0,154.94,XL
68,46.0,162.56,XXXL
72,34.0,177.8,XL
52,32.0,157.48,S
54,28.0,160.02,M
63,28.0,180.34,L
51,29.0,162.56,M
60,42.0,162.56,L
61,40.0,162.56,L
58,30.0,175.26,M
45,34.0,149.86,XXS
61,31.0,170.18,M
74,34.0,162.56,XL
54,44.0,160.02,S
61,40.0,167.64,M
74,29.0,165.1,XXXL
61,34.0,167.64,M
81,34.0,162.56,XXXL
70,48.0,177.8,XXXL
63,25.0,162.56,XL
49,33.0,152.4,XXS
63,29.0,162.56,L
54,41.0,170.18,S
60,37.0,165.1,M
72,39.0,172.72,XL
58,34.0,167.64,XL
56,26.0,167.64,S
49,28.0,154.94,XXS
61,29.0,172.72,L
81,36.0,170.18,XXXL
72,29.0,160.02,XXXL
72,39.0,170.18,XXXL
63,39.0,170.18,L
61,27.0,165.1,M
68,35.0,170.18,XL
54,33.0,162.56,M
56,62.0,162.56,M
63,40.0,162.56,XXXL
63,30.0,170.18,XL
49,32.0,160.02,S
61,31.0,167.64,M
48,26.0,154.94,XXS
55,31.0,160.02,M
49,28.0,157.48,XXS
52,33.0,157.48,M
63,31.0,175.26,L
68,30.0,172.72,XL
68,44.0,162.56,XXXL
58,24.0,162.56,M
47,32.0,160.02,XXS
86,28.0,182.88,XXXL
69,31.0,175.26,XL
56,31.0,162.56,S
58,38.0,162.56,L
58,34.0,175.26,S
56,32.0,170.18,M
63,33.0,165.1,M
66,36.0,167.64,XL
56,32.0,165.1,XL
68,32.0,177.8,XL
54,19.0,167.64,S
47,34.0,157.48,S
74,42.0,160.02,XL
57,54.0,160.02,L
52,36.0,154.94,S
56,34.0,160.02,M
50,34.0,157.48,S
58,33.0,160.02,M
54,27.0,157.48,S
58,29.0,170.18,M
58,31.0,170.18,S
47,28.0,167.64,S
58,60.0,165.1,L
61,30.0,160.02,M
60,37.0,162.56,M
70,32.0,177.8,M
58,25.0,162.56,M
63,26.0,165.1,XL
52,19.0,165.1,M
58,32.0,160.02,S
74,37.0,165.1,XXXL
61,27.0,152.4,XXXL
68,31.0,167.64,XXXL
56,32.0,170.18,M
56,32.0,162.56,S
70,27.0,160.02,XL
70,22.0,175.26,XL
57,36.0,154.94,M
72,27.0,152.4,XXXL
65,35.0,160.02,M
68,36.0,175.26,L
61,54.0,167.64,XL
52,28.0,157.48,XXS
63,28.0,165.1,XL
68,33.0,170.18,XXXL
63,36.0,157.48,XXXL
62,30.0,165.1,L
72,27.0,170.18,XXXL
51,27.0,165.1,XXS
61,30.0,177.8,L
65,33.0,172.72,XL
48,34.0,160.02,XXS
68,30.0,167.64,XXXL
63,30.0,170.18,L
54,33.0,157.48,S
56,28.0,157.48,M
54,31.0,165.1,S
54,27.0,157.48,M
65,25.0,175.26,L
50,39.0,160.02,S
65,40.0,167.64,XL
68,35.0,160.02,XXXL
64,25.0,175.26,XL
111,39.0,172.72,XXXL
68,28.0,172.72,L
62,28.0,154.94,M
58,26.0,175.26,L
58,33.0,162.56,XL
54,32.0,162.56,S
63,41.0,157.48,XXXL
60,42.0,172.72,M
70,33.0,165.1,XXXL
54,31.0,160.02,M
64,38.0,175.26,L
61,37.0,165.1,L
53,36.0,162.56,S
65,26.0,170.18,L
70,58.0,172.72,XXXL
49,41.0,157.48,XXS
49,61.0,160.02,M
77,48.0,172.72,XXXL
75,35.0,180.34,XXXL
58,32.0,160.02,M
45,33.0,172.72,S
48,44.0,154.94,XXS
54,29.0,165.1,S
58,26.0,172.72,S
74,40.0,172.72,XL
61,54.0,170.18,L
54,28.0,157.48,M
63,31.0,160.02,L
70,49.0,162.56,XXXL
54,31.0,162.56,M
79,32.0,167.64,XXXL
74,32.0,170.18,L
58,33.0,172.72,M
57,31.0,162.56,S
68,31.0,172.72,M
54,27.0,170.18,S
65,37.0,167.64,L
49,29.0,160.02,XXS
58,34.0,165.1,S
58,58.0,167.64,XL
66,27.0,160.02,S
53,38.0,175.26,S
47,31.0,162.56,XXS
61,26.0,172.72,M
61,24.0,175.26,M
77,24.0,170.18,L
75,27.0,172.72,XXXL
96,31.0,162.56,XXXL
58,34.0,162.56,M
63,41.0,167.64,L
54,27.0,167.64,M
74,39.0,167.64,XL
66,32.0,157.48,XXXL
52,44.0,167.64,S
77,30.0,167.64,XXXL
55,60.0,170.18,L
63,48.0,170.18,L
63,39.0,172.72,L
54,30.0,162.56,S
65,33.0,167.64,XL
65,29.0,175.26,L
79,29.0,165.1,XXXL
54,35.0,170.18,S
54,50.0,157.48,S
65,27.0,170.18,L
61,55.0,152.4,XXXL
68,33.0,170.18,XXXL
61,52.0,162.56,M
68,30.0,180.34,XXXL
70,31.0,157.48,XXXL
54,34.0,165.1,S
63,32.0,160.02,L
58,33.0,167.64,M
61,33.0,165.1,XL
70,31.0,170.18,XXXL
71,28.0,172.72,XL
54,25.0,157.48,XXS
63,34.0,162.56,XXXL
56,32.0,172.72,S
77,29.0,162.56,XXXL
77,24.0,177.8,XXXL
62,40.0,170.18,XL
52,31.0,162.56,S
61,33.0,170.18,M
58,29.0,165.1,L
63,32.0,167.64,M
65,26.0,180.34,L
64,25.0,175.26,XL
70,29.0,180.34,XL
72,69.0,167.64,XXXL
59,27.0,167.64,XL
60,32.0,167.64,L
65,47.0,175.26,L
65,46.0,175.26,XXXL
53,54.0,160.02,M
46,32.0,152.4,XXS
54,31.0,170.18,S
51,33.0,157.48,S
54,48.0,170.18,S
72,30.0,162.56,XXXL
68,28.0,177.8,L
65,33.0,175.26,M
65,51.0,165.1,XL
58,30.0,172.72,M
74,20.0,175.26,XXXL
63,30.0,167.64,XL
52,34.0,160.02,S
57,29.0,160.02,XXS
68,30.0,175.26,M
77,35.0,157.48,XXXL
63,27.0,175.26,M
43,32.0,149.86,XXS
72,27.0,162.56,XXXL
83,29.0,170.18,XXXL
79,72.0,160.02,XXXL
61,31.0,157.48,XL
70,38.0,172.72,XL
56,33.0,170.18,M
65,28.0,162.56,L
88,28.0,172.72,XXXL
90,39.0,175.26,XXXL
58,35.0,160.02,M
54,30.0,154.94,S
77,32.0,157.48,XXXL
61,30.0,170.18,M
64,39.0,162.56,XL
54,30.0,165.1,S
95,24.0,175.26,XXXL
53,34.0,154.94,S
72,38.0,180.34,XL
61,32.0,160.02,L
74,30.0,175.26,XXXL
72,28.0,170.18,L
58,35.0,172.72,M
61,38.0,167.64,L
69,51.0,167.64,XXXL
81,35.0,162.56,XXXL
59,46.0,172.72,L
54,45.0,165.1,M
47,28.0,160.02,XXS
58,33.0,170.18,L
61,32.0,165.1,M
52,29.0,154.94,S
54,39.0,162.56,M
72,33.0,170.18,XXXL
48,35.0,165.1,XXS
56,36.0,165.1,S
52,55.0,160.02,S
52,54.0,157.48,M
46,26.0,152.4,S
68,30.0,162.56,L
54,38.0,167.64,M
56,25.0,157.48,M
79,35.0,170.18,XXXL
44,28.0,157.48,S
52,36.0,167.64,M
49,41.0,154.94,S
65,29.0,167.64,M
63,31.0,165.1,L
49,24.0,152.4,M
62,40.0,154.94,XL
56,34.0,175.26,M
81,30.0,160.02,XXXL
57,33.0,162.56,M
63,30.0,162.56,L
61,33.0,160.02,XL
58,34.0,175.26,S
61,54.0,167.64,XL
72,42.0,172.72,XXXL
62,48.0,162.56,L
63,35.0,170.18,XL
48,29.0,157.48,S
74,38.0,172.72,XXXL
56,30.0,167.64,S
61,36.0,157.48,M
51,27.0,167.64,XXS
55,36.0,170.18,S
54,38.0,160.02,XL
74,33.0,177.8,XL
65,27.0,162.56,L
63,33.0,162.56,XXXL
55,31.0,160.02,S
68,22.0,162.56,XL
52,32.0,160.02,S
48,30.0,152.4,S
77,36.0,170.18,XXXL
65,38.0,170.18,XL
61,30.0,165.1,XXXL
49,42.0,154.94,M
58,33.0,175.26,XL
63,27.0,154.94,XXXL
56,31.0,165.1,M
58,32.0,172.72,XXXL
61,34.0,157.48,M
56,58.0,170.18,M
56,40.0,162.56,M
61,30.0,170.18,S
59,30.0,160.02,L
50,29.0,162.56,XXS
63,27.0,165.1,M
53,29.0,167.64,XXS
68,31.0,152.4,XL
52,23.0,160.02,XXS
63,24.0,160.02,L
63,37.0,165.1,L
60,31.0,167.64,L
47,43.0,160.02,S
55,39.0,160.02,M
65,44.0,172.72,XL
104,33.0,177.8,XXXL
52,33.0,157.48,S
77,43.0,170.18,XXXL
56,37.0,165.1,M
65,33.0,170.18,L
62,40.0,160.02,XXXL
58,39.0,162.56,M
72,43.0,175.26,XL
62,41.0,160.02,XL
51,56.0,162.56,XXS
54,36.0,157.48,XXXL
63,27.0,162.56,XL
51,27.0,170.18,XXS
52,28.0,165.1,XXS
49,31.0,157.48,S
65,37.0,170.18,M
55,31.0,172.72,XXS
49,38.0,157.48,S
68,41.0,160.02,M
53,31.0,157.48,M
61,29.0,162.56,M
61,31.0,160.02,L
63,30.0,154.94,M
61,44.0,165.1,XL
53,37.0,160.02,M
57,30.0,172.72,M
61,45.0,167.64,XXXL
81,39.0,175.26,XXXL
88,34.0,167.64,XXXL
68,34.0,177.8,XL
54,32.0,170.18,S
72,29.0,165.1,XXXL
55,36.0,172.72,S
52,32.0,162.56,XXS
63,27.0,170.18,L
68,22.0,170.18,XL
49,39.0,157.48,M
58,27.0,157.48,S
65,42.0,157.48,M
48,46.0,167.64,S
61,27.0,172.72,XL
56,24.0,167.64,S
88,29.0,172.72,XXXL
68,35.0,167.64,L
58,36.0,165.1,L
56,30.0,170.18,S
68,31.0,162.56,M
58,25.0,167.64,XL
47,25.0,157.48,XXS
70,40.0,170.18,L
68,31.0,162.56,L
65,36.0,165.1,L
65,31.0,162.56,XL
108,45.0,167.64,XXXL
56,37.0,170.18,L
56,31.0,165.1,S
52,25.0,157.48,L
65,30.0,180.34,XXS
58,28.0,162.56,XL
49,31.0,162.56,XXS
70,33.0,175.26,XL
71,30.0,170.18,XL
59,32.0,165.1,L
57,46.0,165.1,M
58,47.0,167.64,M
63,36.0,165.1,M
52,26.0,167.64,XXS
56,37.0,172.72,M
63,31.0,167.64,XL
60,25.0,160.02,S
72,41.0,160.02,XXXL
70,29.0,175.26,XXXL
54,25.0,162.56,S
61,50.0,162.56,L
77,31.0,160.02,XXXL
52,36.0,157.48,M
58,39.0,167.64,S
56,16.0,160.02,S
72,28.0,160.02,XL
56,48.0,170.18,M
70,33.0,172.72,XL
56,25.0,157.48,M
54,31.0,152.4,M
54,35.0,157.48,S
60,35.0,170.18,L
58,34.0,154.94,L
55,45.0,154.94,M
68,30.0,165.1,XL
72,33.0,172.72,XL
61,37.0,172.72,S
71,39.0,175.26,XXXL
68,30.0,175.26,M
63,32.0,160.02,L
79,39.0,170.18,XL
58,40.0,165.1,M
81,31.0,152.4,XXXL
61,28.0,170.18,XL
52,28.0,154.94,S
49,32.0,167.64,XXS
79,34.0,162.56,XXXL
56,48.0,165.1,S
74,32.0,162.56,XXXL
65,57.0,175.26,L
49,38.0,162.56,XXS
61,37.0,170.18,M
71,29.0,167.64,XXXL
51,31.0,167.64,S
61,46.0,157.48,M
56,55.0,172.72,L
61,28.0,157.48,XXS
66,36.0,162.56,L
54,30.0,165.1,M
58,45.0,157.48,L
61,39.0,165.1,L
52,31.0,149.86,S
56,39.0,167.64,S
58,20.0,177.8,M
56,28.0,162.56,XL
54,31.0,160.02,S
56,27.0,160.02,S
52,30.0,170.18,XXS
58,47.0,165.1,M
102,27.0,170.18,XXXL
49,53.0,160.02,M
52,34.0,162.56,S
58,36.0,170.18,S
61,29.0,177.8,L
58,34.0,162.56,M
55,56.0,162.56,L
57,59.0,160.02,XL
54,25.0,170.18,S
72,31.0,172.72,XL
61,22.0,167.64,L
57,39.0,160.02,L
56,32.0,157.48,S
58,34.0,175.26,S
56,25.0,160.02,S
74,31.0,172.72,XXXL
77,26.0,175.26,XXXL
63,39.0,165.1,L
72,57.0,180.34,XXXL
90,30.0,160.02,XXXL
61,32.0,162.56,M
49,37.0,157.48,XXS
72,48.0,170.18,XXXL
58,30.0,172.72,XL
56,46.0,165.1,S
56,39.0,162.56,M
56,28.0,165.1,S
79,33.0,185.42,XXXL
55,26.0,170.18,XXS
58,32.0,160.02,M
54,31.0,157.48,M
61,31.0,167.64,XL
63,40.0,162.56,XL
56,31.0,160.02,M
65,30.0,162.56,XL
65,25.0,165.1,L
54,47.0,167.64,L
55,27.0,165.1,M
52,31.0,157.48,XXS
68,26.0,172.72,XXXL
65,38.0,170.18,M
52,31.0,157.48,S
67,31.0,180.34,L
52,28.0,170.18,S
54,31.0,160.02,M
58,50.0,162.56,M
71,39.0,175.26,XXXL
99,36.0,175.26,XXXL
68,38.0,167.64,XL
47,44.0,157.48,XXS
63,31.0,165.1,XL
81,41.0,175.26,XXXL
51,47.0,154.94,XXS
56,27.0,160.02,S
49,32.0,180.34,M
65,27.0,160.02,XXXL
53,30.0,152.4,M
58,36.0,170.18,XL
72,35.0,160.02,XXXL
117,47.0,165.1,XXXL
54,24.0,162.56,S
65,32.0,165.1,L
53,25.0,165.1,XXS
52,26.0,165.1,XXS
52,37.0,157.48,S
81,58.0,175.26,XXXL
58,32.0,167.64,S
61,29.0,162.56,L
58,39.0,170.18,M
62,32.0,162.56,L
59,50.0,165.1,L
65,44.0,182.88,XL
58,31.0,160.02,S
62,44.0,175.26,M
58,32.0,172.72,M
57,29.0,165.1,M
47,36.0,167.64,XXS
51,37.0,157.48,S
65,49.0,165.1,L
65,33.0,172.72,L
50,31.0,157.48,XXS
65,29.0,157.48,XL
77,30.0,167.64,XXXL
63,28.0,170.18,M
56,47.0,172.72,M
61,39.0,165.1,M
61,28.0,177.8,S
58,33.0,175.26,S
62,41.0,162.56,L
63,35.0,167.64,L
51,38.0,154.94,M
77,37.0,177.8,XL
70,41.0,160.02,XXXL
61,32.0,165.1,L
56,30.0,167.64,M
72,35.0,162.56,XXXL
52,29.0,165.1,XXS
68,28.0,175.26,M
65,30.0,157.48,XL
71,36.0,160.02,XL
65,32.0,162.56,M
58,35.0,172.72,M
68,31.0,170.18,L
72,34.0,172.72,XL
74,37.0,167.64,XXXL
52,25.0,167.64,S
59,69.0,157.48,L
66,31.0,162.56,M
72,35.0,167.64,L
47,27.0,167.64,S
53,31.0,154.94,M
50,58.0,160.02,XXS
58,37.0,172.72,M
70,33.0,167.64,XL
63,28.0,170.18,M
74,22.0,180.34,XL
52,26.0,154.94,S
65,24.0,175.26,M
57,32.0,154.94,M
57,34.0,172.72,S
70,42.0,165.1,L
52,23.0,154.94,XXS
60,33.0,165.1,M
68,45.0,165.1,XXXL
54,40.0,157.48,S
70,28.0,172.72,XXXL
54,36.0,165.1,S
65,46.0,157.48,L
58,46.0,160.02,M
76,38.0,177.8,XXXL
53,19.0,162.56,S
63,44.0,167.64,L
49,34.0,160.02,S
63,33.0,170.18,L
70,30.0,172.72,XXXL
68,31.0,175.26,L
56,30.0,170.18,S
72,27.0,165.1,XXXL
47,36.0,162.56,XXS
68,33.0,170.18,XL
61,27.0,175.26,S
52,28.0,165.1,S
56,33.0,162.56,M
61,40.0,170.18,XL
57,32.0,175.26,XXS
74,27.0,170.18,XXXL
56,36.0,157.48,L
49,31.0,165.1,S
79,41.0,175.26,XXXL
90,25.0,167.64,XXXL
68,28.0,167.64,XXXL
63,30.0,175.26,M
74,30.0,162.56,XL
72,33.0,167.64,XXXL
58,31.0,162.56,L
60,46.0,167.64,M
62,26.0,165.1,M
58,30.0,167.64,S
64,41.0,175.26,L
72,28.0,167.64,XXXL
61,29.0,162.56,M
53,37.0,167.64,S
71,41.0,170.18,XL
72,31.0,175.26,L
63,52.0,167.64,L
65,28.0,165.1,L
65,32.0,175.26,M
56,44.0,162.56,M
68,46.0,154.94,XXXL
52,29.0,167.64,XXS
73,42.0,162.56,XXXL
63,21.0,170.18,M
54,25.0,165.1,S
72,49.0,167.64,XXXL
55,28.0,172.72,S
55,26.0,170.18,M
59,35.0,160.02,L
65,29.0,165.1,XXXL
54,30.0,157.48,M
68,35.0,170.18,M
45,34.0,157.48,S
58,44.0,172.72,M
72,31.0,167.64,XL
57,31.0,160.02,L
56,52.0,165.1,M
67,28.0,170.18,L
54,32.0,162.56,M
68,28.0,167.64,L
58,35.0,177.8,M
63,28.0,167.64,M
70,48.0,175.26,XL
58,39.0,177.8,L
63,38.0,172.72,L
51,35.0,165.1,XXS
58,32.0,167.64,M
49,42.0,160.02,S
54,50.0,157.48,XL
70,34.0,172.72,L
50,36.0,160.02,XXS
56,30.0,165.1,S
77,30.0,167.64,XXXL
49,35.0,157.48,S
54,31.0,165.1,S
61,30.0,162.56,M
72,24.0,172.72,L
74,31.0,172.72,XXXL
53,33.0,167.64,S
63,34.0,167.64,XXXL
45,29.0,154.94,S
56,32.0,154.94,S
54,25.0,167.64,M
90,35.0,162.56,XXXL
55,26.0,170.18,M
73,42.0,167.64,XXXL
58,27.0,165.1,M
49,24.0,165.1,XXS
61,28.0,170.18,M
65,35.0,167.64,XXXL
63,48.0,177.8,M
47,24.0,152.4,S
63,33.0,170.18,XL
54,31.0,165.1,S
53,29.0,167.64,M
74,28.0,160.02,XXXL
68,29.0,165.1,XXXL
57,33.0,167.64,M
60,37.0,157.48,M
55,32.0,167.64,S
49,31.0,165.1,XXS
50,34.0,157.48,XXS
53,26.0,160.02,XL
49,36.0,167.64,XXS
55,39.0,170.18,M
52,64.0,154.94,M
54,31.0,162.56,S
74,40.0,175.26,XL
77,27.0,157.48,XXL
63,35.0,172.72,M
63,29.0,154.94,XL
58,34.0,175.26,S
49,28.0,165.1,M
48,26.0,162.56,S
54,32.0,170.18,XXS
63,29.0,165.1,L
45,22.0,154.94,XXS
68,33.0,177.8,XXXL
56,30.0,157.48,M
63,35.0,167.64,L
63,43.0,162.56,L
61,30.0,170.18,M
52,31.0,154.94,M
45,32.0,160.02,S
58,33.0,177.8,XL
77,45.0,165.1,XXXL
68,25.0,180.34,XL
86,53.0,165.1,XXXL
58,38.0,165.1,XL
56,27.0,162.56,S
65,28.0,157.48,XXXL
72,28.0,185.42,XL
58,42.0,167.64,M
70,26.0,167.64,XL
58,57.0,157.48,XL
70,32.0,160.02,L
81,36.0,162.56,XXXL
65,22.0,167.64,M
58,33.0,162.56,L
52,37.0,162.56,S
57,20.0,152.4,M
68,26.0,175.26,L
61,55.0,157.48,XXXL
77,46.0,167.64,M
52,40.0,172.72,S
65,46.0,157.48,XL
57,29.0,162.56,M
49,57.0,165.1,S
50,36.0,152.4,S
81,28.0,170.18,XXXL
68,23.0,172.72,M
49,57.0,157.48,M
54,30.0,157.48,M
54,37.0,154.94,M
62,43.0,172.72,M
58,33.0,167.64,XXS
58,27.0,167.64,XL
62,44.0,165.1,L
56,35.0,160.02,XXS
61,28.0,157.48,M
52,55.0,167.64,S
56,34.0,160.02,XL
61,42.0,162.56,L
61,34.0,167.64,XL
65,31.0,180.34,XL
72,37.0,175.26,XL
66,21.0,177.8,M
63,25.0,177.8,S
58,30.0,157.48,L
49,33.0,157.48,S
54,38.0,165.1,M
61,29.0,165.1,M
88,34.0,170.18,XXXL
70,26.0,170.18,XL
54,38.0,157.48,XXXL
55,27.0,162.56,S
68,33.0,170.18,XL
47,51.0,154.94,S
58,41.0,165.1,M
56,31.0,167.64,M
56,34.0,165.1,S
61,49.0,172.72,XL
55,36.0,165.1,S
45,35.0,157.48,S
61,25.0,165.1,L
68,49.0,167.64,XXXL
54,41.0,165.1,S
104,31.0,157.48,XXXL
61,29.0,167.64,L
55,29.0,167.64,S
58,46.0,165.1,L
54,34.0,160.02,L
47,25.0,162.56,S
58,38.0,167.64,M
53,30.0,160.02,S
49,29.0,167.64,XXS
53,36.0,157.48,S
58,38.0,162.56,S
52,31.0,162.56,S
62,48.0,139.7,M
58,26.0,170.18,M
61,30.0,175.26,M
61,34.0,160.02,L
63,30.0,170.18,M
74,44.0,162.56,XXXL
65,32.0,182.88,M
61,42.0,172.72,M
65,31.0,162.56,XXXL
56,44.0,165.1,M
58,42.0,170.18,M
61,27.0,175.26,L
60,35.0,160.02,M
68,32.0,170.18,M
63,32.0,167.64,XL
45,35.0,157.48,S
79,40.0,190.5,XXXL
61,24.0,170.18,M
62,25.0,167.64,XL
61,26.0,162.56,M
61,31.0,162.56,M
59,37.0,160.02,L
54,33.0,154.94,XXS
58,28.0,157.48,S
56,30.0,162.56,M
58,31.0,154.94,S
65,30.0,175.26,M
68,30.0,170.18,XL
68,37.0,162.56,XXXL
63,40.0,157.48,XL
65,33.0,157.48,L
45,30.0,154.94,S
76,48.0,170.18,XXXL
56,26.0,162.56,M
79,46.0,154.94,XXXL
65,33.0,160.02,L
68,37.0,167.64,M
72,32.0,170.18,XXXL
86,52.0,162.56,XXXL
51,23.0,160.02,XXS
45,33.0,162.56,S
68,29.0,172.72,XXXL
49,31.0,157.48,XXS
57,38.0,160.02,L
66,34.0,162.56,XL
68,52.0,167.64,XL
56,36.0,172.72,S
59,32.0,162.56,M
70,33.0,170.18,XL
61,35.0,165.1,M
90,34.0,175.26,XXXL
55,25.0,167.64,S
54,29.0,154.94,S
77,33.0,177.8,XXXL
58,27.0,167.64,M
58,34.0,160.02,M
69,32.0,167.64,XL
58,29.0,170.18,S
56,24.0,157.48,S
61,40.0,160.02,L
61,29.0,170.18,M
72,27.0,180.34,XXXL
65,22.0,170.18,XL
58,26.0,175.26,M
63,46.0,154.94,XL
86,27.0,162.56,XXXL
61,33.0,162.56,XL
65,26.0,170.18,XL
90,49.0,170.18,XXXL
45,21.0,152.4,XXS
61,29.0,165.1,M
62,25.0,157.48,XXXL
65,30.0,170.18,XL
53,38.0,160.02,M
65,34.0,162.56,XL
61,35.0,160.02,M
58,36.0,162.56,M
69,44.0,167.64,XL
56,26.0,170.18,S
52,32.0,154.94,S
56,27.0,172.72,S
63,33.0,165.1,S
61,33.0,177.8,L
72,26.0,167.64,XXXL
62,37.0,162.56,M
65,38.0,160.02,XXXL
49,27.0,157.48,S
58,25.0,167.64,L
63,33.0,165.1,M
63,33.0,162.56,XL
58,34.0,170.18,M
61,59.0,177.8,L
61,25.0,165.1,M
83,40.0,180.34,XXXL
61,35.0,160.02,L
81,29.0,165.1,XXXL
68,31.0,175.26,L
54,36.0,165.1,M
83,31.0,172.72,L
63,26.0,165.1,M
47,27.0,160.02,XXS
72,53.0,172.72,XXXL
65,36.0,162.56,XL
60,38.0,165.1,L
51,29.0,157.48,S
61,48.0,165.1,XL
70,41.0,167.64,XXXL
52,33.0,167.64,S
61,33.0,167.64,M
48,31.0,154.94,S
65,28.0,160.02,L
56,30.0,167.64,M
56,27.0,160.02,S
54,28.0,162.56,S
70,38.0,170.18,XXXL
64,30.0,172.72,L
64,40.0,172.72,XL
53,26.0,154.94,S
86,31.0,162.56,XXXL
63,29.0,165.1,L
65,54.0,165.1,XL
63,53.0,165.1,L
57,31.0,162.56,S
68,40.0,170.18,L
77,26.0,162.56,XL
74,35.0,167.64,XL
70,38.0,162.56,XXL
61,50.0,162.56,M
52,37.0,147.32,S
68,27.0,165.1,XXXL
63,56.0,167.64,XL
49,28.0,160.02,S
58,26.0,162.56,M
79,35.0,175.26,XL
68,24.0,157.48,XXXL
58,28.0,157.48,S
56,33.0,165.1,S
45,33.0,162.56,XXS
72,27.0,172.72,XXXL
61,28.0,172.72,S
54,22.0,165.1,M
52,33.0,170.18,S
64,49.0,180.34,M
70,48.0,180.34,XXXL
54,31.0,160.02,S
81,37.0,160.02,XXXL
49,37.0,157.48,S
54,31.0,172.72,S
65,26.0,177.8,M
72,28.0,170.18,XL
58,24.0,162.56,XXS
72,29.0,165.1,XXXL
61,29.0,162.56,M
61,44.0,160.02,L
58,54.0,167.64,M
68,33.0,165.1,XL
52,28.0,165.1,L
